╜s╕╣,дgжa░╧мqжь╕m,дgжa▓╛┬рн▒┐nендшд╜д╪,и╧е╬д└░╧й╬╜sйw
RPVNMLMKKHJFFBE67CA,╣Lе╨дlмq,30.53,│гелбG░╙
RPSNMLQLKHJFFAE77CA,д║▒ймqдKдpмq,4.00,│гелбGжэ
RPSNMLQLKHJFFAE77CA,д║▒ймqдKдpмq,57.00,│гелбGжэ
RPPOMLQLKHJFFAE57CA,╣кддмqд@дpмq,1.12,│гелбGжэ
RPPOMLQLKHJFFAE57CA,╣кддмqд@дpмq,.20,│гелбGжэ
RPPOMLQLKHJFFAE57CA,╣кддмqд@дpмq,.99,│гелбGжэ
RPPOMLQLKHJFFAE57CA,╣кддмqд@дpмq,4.96,│гелбGжэ
RPPOMLQLKHJFFAE57CA,╣кддмqд@дpмq,16.27,│гелбGжэ
RPPOMLQLKHJFFAE57CA,╣кддмqд@дpмq,.02,│гелбGжэ
RPPOMLQLKHJFFAE57CA,╣кддмqд@дpмq,2.92,│гелбGжэ
RPPOMLQLKHJFFAE57CA,╣кддмqд@дpмq,.74,│гелбGжэ
RPRNMLOKKHJFFAE37CA,└sддмq,22.09,│гелбG░╙
RPPNMLKKKHJFFAE76CA,лCо№мq,20.14,│гелбGжэ
RPSOMLMKKHJFFAE37CA,└s╡╪мqдKдpмq,10.76,│гелбG░╙
RPPNMLNKKHJFFAE07CA,└s╡╪мqдGдpмq,35.36,│гелбGжэ
RPPOMLNKKHJFFAE17CA,└s╡╪мqдGдpмq,29.40,│гелбGжэ
RPROMLLKKHJFFAE17CA,лCо№мq,12.61,│гелбGжэ
RPVOMLLKKHJFFAE57CA,│╒з╡мq,36.00,│гелбGжэ
RPVOMLLKKHJFFAE57CA,│╒з╡мq,9.32,│гелбGифеL
RPXNMLKKKHJFFAE57CA,└s╡╪мqдKдpмq,14.27,│гелбGжэ
RPTNMLLKKHJFFAE27CA,└sддмq,12.92,│гелбG░╙
RPSNMLKKKHJFFBE17CA,дн╢Їнэмq,19.07,│гелбG░╙
RPWNMLKKKHJFFBE57CA,╖s┐│мqдGдpмq,2.67,│гелбG░╙
RPXNMLKKKHJFFBE67CA,╖s┐│мqдTдpмq,61.00,│гелбG░╙
RPQNMLLKKHJFFBE07CA,нdмwмq,5.29,│гелбG░╙
RPPNMLPKKHJFFBE37CA,е┐╝wмq,35.62,│гелбGжэ
RPWNMLKLKHJFFBE67CA,дн╢ЇнэмqдGдpмq,23.90,│гелбG░╙
RPTOMLOKKHJFFBE77CA,дj▓╬мqдGдpмq,22.87,│гелбG░╙
RPTOMLOKKHJFFBE77CA,дj▓╬мqдGдpмq,7.87,│гелбG░╙
RPUOMLOKKHJFFBE87CA,кL╝wйxмqдGдpмq,12.19,│гелбG░╙
RPUOMLOKKHJFFBE87CA,кL╝wйxмqдGдpмq,10.39,│гелбG░╙
RPXNMLTKKHJFFBE58CA,╖s┐│мqе|дpмq,38.45,│гелбG░╙
RPROMLKLKHJFFCE37CA,╖R╕sмq,3.42,│гелбG░╙
RPUOMLKLKHJFFCE67CA,╖ре╥мqдGдpмq,24.21,│гелбGжэ
RPPOMLOLKHJFFCE57CA,┬экFмq,41.00,│гелбGжэ
RPPOMLOLKHJFFCE57CA,┬экFмq,8.00,│гелбGжэ
RPPOMLOLKHJFFCE57CA,┬экFмq,9.00,│гелбGжэ
RPPQMLSKKHJFFCE08CA,з╗й·мq,85.48,│гелбGжэ
RPWPMLTKKHJFFCE78CA,о█кLмq,17.33,│гелбGжэ
RPTNMLKLKHJFFCE47CA,е·╡╪мqд@дpмq,10.55,│гелбGжэ
RPOOMLRKKHJFFCE67CA,е·╡╪мqд@дpмq,5.67,│гелбGжэ
RPOOMLRKKHJFFCE67CA,е·╡╪мqд@дpмq,6.38,│гелбGжэ
RPWNMLOKKHJFFCE08CA,╖R╕sмq,9.07,│гелбG░╙
RPWNMLOKKHJFFCE08CA,╖R╕sмq,15.30,│гелбGжэ
RPRNMLRKKHJFFCE87CA,╖sе═мq,13.50,│гелбGжэ
RPRNMLRKKHJFFCE87CA,╖sе═мq,77.00,│гелбGжэ
RPWOMLMKKHJFFCE97CA,╛╦╝wмqд@дpмq,8.73,│гелбGжэ
RPWOMLMKKHJFFCE97CA,╛╦╝wмqд@дpмq,4.81,│гелбG░╙
RPPPMLMKKHJFFCE37CA,╖ч╢ймqдGдpмq,11.37,│гелбG░╙
RPUNMLLKKHJFFCE57CA,▓▒┐│мq,14.61,│гелбGжэ
RPRPMLNKKHJFFCE67CA,дднэмq,68.00,│гелбGжэ
RPSNMLKKKHJFFCE27CA,дGнdмq,26.47,│гелбGжэ
RPWNMLKKKHJFFCE67CA,╖ч╢ймqд@дpмq,18.42,│гелбGжэ
RPPOMLLKKHJFFDE27CA,╖р└Yмq,29.38,│гелбG░╙
RPVNMLSKKHJFFDE48CA,│═║qмq,23.32,│гелбGжэ
RPVNMLSKKHJFFDE48CA,│═║qмq,1.74,│гелбGифеL
RPVNMLOLKHJFFDE18CA,╝с▓MмqдGдpмq,80.00,│гелбGжэ
RPSNMLPLKHJFFDE97CA,╖р└Yмq,11.93,│гелбG░╙
RPTNMLPLKHJFFDE08CA,╝с▓MмqдGдpмq,14.83,│гелбGжэ
RPVNMLQLKHJFFDE38CA,╞W┤_мq,8.36,│гелбG░╙
RPWNMLLKKHJFFEE97CA,еке_мq,83.00,│гелбGжэ
RPQOMLLKKHJFFEE47CA,╖г▒ъмqд@дpмq,89.00,│гелбGжэ
RPROMLLKKHJFFEE57CA,╖sе┴мq,11.90,│гелбG░╙
RPUOMLLKKHJFFEE87CA,╝wйўмq,10.12,│гелбGжэ
RPWOMLLKKHJFFEE08CA,╖sе┴мq,11.90,│гелбG░╙
RPXOMLLKKHJFFEE18CA,╖sе┴мq,11.90,│гелбG░╙
RPOPMLLKKHJFFEE37CA,╖sе┴мq,11.90,│гелбG░╙
RPRPMLLKKHJFFEE67CA,╝wйўмq,16.18,│гелбGжэ
RPSPMLLKKHJFFEE77CA,╖sе┴мq,11.90,│гелбG░╙
RPTPMLLKKHJFFEE87CA,╖sе┴мq,15.00,│гелбG░╙
RPUPMLLKKHJFFEE97CA,╖sе┴мq,15.38,│гелбG░╙
RPWOMLMKKHJFFEE18CA,▓M╖гмq,33.49,│гелбG░╙
RPWOMLMKKHJFFEE18CA,▓M╖гмq,56.43,│гелбG░╙
RPQNMLMKKHJFFEE47CA,┬┼е╨жшмq,18.15,│гелбG░╙
RPQNMLPKKHJFFEE77CA,е[йўмq,37.83,│гелбGжэ
RPXNMLOLKHJFFEE48CA,┤йддмqд@дpмq,1664.91,│гелбGжэ
RPPNMLSKKHJFFEE97CA,йMенмqд@дpмq,163.00,│гелбGжэ
RPQPMLRLKHJFFEE28CA,╖s╔▄мqдQдTдpмq,6.17,│гелбGжэ
RPUNMLQLKHJFFEE38CA,╦|┐╝мq,9.54,│гелбGжэ
RPOOMLQJLHJFFEE77CA,║╓е┴мq,12.99,│гелбGжэ
RPRNMLNKKHJFFFE77CA,лn╔▄мq,512.02,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPTQMLSKKHJFFFE78CA,┤I╢Qмq,86.00,│гелбGжэ
RPUNMLOLKHJFFFE28CA,╡зиqмq,399.93,│гелбGифеL
RPUNMLOLKHJFFFE28CA,╡зиqмq,88.06,│гелбGифеL
RPSNMLKKKHJFFFE57CA,┐Pе_мq,118.13,│гелбGжэ
RPSNMLKKKHJFFFE57CA,┐Pе_мq,76.39,│гелбGжэ
RPSNMLKKKHJFFFE57CA,┐Pе_мq,2.58,│гелбGжэ
RPSNMLKKKHJFFFE57CA,┐Pе_мq,39.18,│гелбGжэ
RPSNMLKKKHJFFFE57CA,┐Pе_мq,25.50,│гелбGжэ
RPSNMLKKKHJFFFE57CA,┐Pе_мq,35.50,│гелбGжэ
RPQPMLQJLHJFFGE28CA,лn╡╪мq,23.50,│гелбGжэ
RPQPMLQJLHJFFGE28CA,лn╡╪мq,90.20,│гелбGжэ
RPQPMLQJLHJFFGE28CA,лn╡╪мq,.01,│гелбGжэ
RPQNMLQJLHJFFFE97CA,╡{н╗мq,19.77,│гелбGжэ
RPRNMLKKKHJFFGE57CA,║╓╕█мq,37.50,│гелбGжэ
RPSOMLRKKHJFFGE48CA,д√╝щоHмq,6.00,│гелбGжэ
RPSOMLRKKHJFFGE48CA,д√╝щоHмq,56.00,│гелбGжэ
RPPPMLSKKHJFFGE38CA,дCж╤╖▌мqд@е╥дpмq,18.44,│гелбGжэ
RPQNMLRKKHJFFGE18CA,╡╪╗ёмq,12.54,│гелбGжэ
RPRNMLMKKHJFFGE77CA,дд▒[мq,38.98,│гелбGжэ
RPRNMLMKKHJFFGE77CA,дд▒[мq,.08,│гелбGжэ
RPTPMLNKKHJFFGE28CA,╖sе╥мq,24.25,│гелбGжэ
RPPPMLOKKHJFFGE97CA,икдsмq,29.90,│гелбGжэ
RPTNMLRKKHJFFGE48CA,дхдsмq,25.67,│гелбGжэ
RPUNMLRKKHJFFGE58CA,╡╪╗ёмq,12.06,│гелбGжэ
RPPNMLNLKHJFFGE77CA,│╗╖sмq,8.72,│гелбG░╙
RPPNMLNLKHJFFGE77CA,│╗╖sмq,8.72,│гелбG░╙
RPXPMLNJLHJFFGE68CA,╖sе╥мq,30.71,│гелбGжэ
RPUOMLSKKHJFFJE09CA,йM╜ммq,14.92,│гелбGжэ
RPVOMLSKKHJFFJE56CA,лn╜ммq,232.72,│гелбGжэ
RPWNMLSKKHJFFJE56CA,ж█▒jмq,169.96,│гелбGжэ
RPPOMLOKKHJFFJE18CA,к№╜ммq,1333.00,лD│гелбGпSйw╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPSNMLLKKHJFFJE08CA,д╤║╓мq,970.49,│гелбG╣A
RPTNMLLKKHJFFJE18CA,е┐╕qмq,5946.13,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPTNMLLKKHJFFJE18CA,е┐╕qмq,138.45,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGдЇзQе╬жa
RPQNMLKKKHJFFIE67CA,╛╟╢щмq,261.05,│гелбGжэ
RPUNMLLKKHJFFHE08CA,╖s╔▄мq,2500.00,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPQNMLOKKHJFFHE97CA,║┐╢омq,18790.00,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPPNMLOLKHJFFIE08CA,лC╢│мq,74.66,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,253.79,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,130.01,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,2.16,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,99.53,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,79.96,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,133.79,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,133.19,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,45.54,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,86.18,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,291.54,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,10.34,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,10.34,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,185.71,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,12.30,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,2.24,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,10.07,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,10.07,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,92.36,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,65.08,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,132.16,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,156.73,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,792.00,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,112.08,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,114.23,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,2.80,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,3.92,│гелбGжэ
RPPNMLOLKHJFFIE08CA,лC╢│мq,1.30,│гелбGжэ
RPRNMLMKKHJFFIE97CA,дj╡╪мq,49.55,│гелбGжэ
RPPOMLSKKHJFFIE48CA,пє╝цмq,3.93,│гелбGжэ
RPPOMLSKKHJFFIE48CA,пє╝цмq,64.30,│гелбGжэ
RPPOMLSKKHJFFIE48CA,пє╝цмq,5.65,│гелбGжэ
RPROMLSKKHJFFIE68CA,╝с▓Mмq,124.61,│гелбGжэ
RPROMLSKKHJFFIE68CA,╝с▓Mмq,31.60,│гелбGжэ
RPRNMLPJLHJFFIE28CA,лOжwмq,121.00,│гелбGжэ
RPPNMLNKKHJFFKE08CA,дд╔▄мq,2101.03,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPPOMLNKKHJFFLE28CA,│╗нэмq,84.00,│гелбGжэ
RPVNMLKKKHJFFLE48CA,дT╢ймq,202.89,│гелбGжэ
RPSNMLMKKHJFFLE38CA,дsдl│╗мq,18.46,│гелбGжэ
RPSNMLQJLHJFFLE78CA,икоrмq,293.00,│гелбG╣A
RPSNMLQJLHJFFLE78CA,икоrмq,5.00,│гелбG╣A
RPPNMLMLKHJFFLE18CA,п╬╢щмq,63.77,│гелбGжэ
RPPNMLMLKHJFFLE18CA,п╬╢щмq,8.45,│гелбGифеL
RPQNMLKKKHJFFBE07DA,кL╝wйxмqдGдpмq,31.18,│гелбGжэ
RPXNMLLKKHJFFBE87DA,дj▓╬мqд@дpмq,.78,│гелбG░╙
RPXNMLLKKHJFFBE87DA,дj▓╬мqд@дpмq,1.51,│гелбG░╙
RPOOMLMKKHJFFBE17DA,║╓кeмq,15.23,│гелбGжэ
RPOOMLMKKHJFFBE17DA,║╓кeмq,51.00,│гелбGжэ
RPUOMLLLKHJFFBE77DA,кL╝wйxмqдGдpмq,24.57,│гелбGжэ
RPRPMLRLKHJFFBE18DA,╖s┐│мqдGдpмq,3.02,│гелбGжэ
RPRPMLRLKHJFFBE18DA,╖s┐│мqдGдpмq,.05,│гелбGжэ
RPXNMLPJLHJFFBE28DA,╖s┐│мqдGдpмq,3.22,│гелбGжэ
RPXNMLPJLHJFFBE28DA,╖s┐│мqдGдpмq,.06,│гелбGжэ
RPQOMLKKKHJFFDE37DA,╖р└Yмq,3.62,│гелбG░╙
RPQNMLKKKHJFFEE37DA,╖s╔▄мqдQдGдpмq,16.28,│гелбGжэ
RPWQMLLJLHJFFGE58DA,░ё│╗мq,44.86,│гелбGжэ
RPXQMLLJLHJFFGE68DA,░ё│╗мq,44.86,│гелбGжэ
RPORMLLJLHJFFGE87DA,░ё│╗мq,44.86,│гелбGжэ
RPPRMLLJLHJFFGE97DA,░ё│╗мq,44.86,│гелбGжэ
RPQRMLLJLHJFFGE08DA,░ё│╗мq,44.86,│гелбGжэ
RPRRMLLJLHJFFGE18DA,░ё│╗мq,44.86,│гелбGжэ
RPSRMLLJLHJFFGE28DA,░ё│╗мq,44.86,│гелбGжэ
RPTRMLLJLHJFFGE38DA,░ё│╗мq,44.86,│гелбGжэ
RPURMLLJLHJFFGE48DA,░ё│╗мq,44.86,│гелбGжэ
RPVRMLLJLHJFFGE58DA,░ё│╗мq,44.86,│гелбGжэ
RPWRMLLJLHJFFGE68DA,░ё│╗мq,52.25,│гелбGжэ
RPXRMLLJLHJFFGE78DA,░ё│╗мq,52.25,│гелбGжэ
RPOSMLLJLHJFFGE97DA,░ё│╗мq,52.25,│гелбGжэ
RPPSMLLJLHJFFGE08DA,░ё│╗мq,52.25,│гелбGжэ
RPQSMLLJLHJFFGE18DA,░ё│╗мq,52.25,│гелбGжэ
RPRSMLLJLHJFFGE28DA,░ё│╗мq,52.25,│гелбGжэ
RPSSMLLJLHJFFGE38DA,░ё│╗мq,52.25,│гелбGжэ
RPTSMLLJLHJFFGE48DA,░ё│╗мq,52.25,│гелбGжэ
RPUSMLLJLHJFFGE58DA,░ё│╗мq,52.25,│гелбGжэ
RPVSMLLJLHJFFGE68DA,░ё│╗мq,45.21,│гелбGжэ
RPWSMLLJLHJFFGE78DA,░ё│╗мq,45.21,│гелбGжэ
RPXSMLLJLHJFFGE88DA,░ё│╗мq,45.21,│гелбGжэ
RPOTMLLJLHJFFGE08DA,░ё│╗мq,45.21,│гелбGжэ
RPPTMLLJLHJFFGE18DA,░ё│╗мq,45.21,│гелбGжэ
RPQTMLLJLHJFFGE28DA,░ё│╗мq,45.21,│гелбGжэ
RPRTMLLJLHJFFGE38DA,░ё│╗мq,45.21,│гелбGжэ
RPSTMLLJLHJFFGE48DA,░ё│╗мq,45.21,│гелбGжэ
RPTTMLLJLHJFFGE58DA,░ё│╗мq,45.21,│гелбGжэ
RPUTMLLJLHJFFGE68DA,░ё│╗мq,45.21,│гелбGжэ
RPVTMLLJLHJFFGE78DA,░ё│╗мq,45.21,│гелбGжэ
RPWTMLLJLHJFFGE88DA,░ё│╗мq,45.21,│гелбGжэ
RPXTMLLJLHJFFGE98DA,░ё│╗мq,45.21,│гелбGжэ
RPOUMLLJLHJFFGE18DA,░ё│╗мq,45.21,│гелбGжэ
RPPUMLLJLHJFFGE28DA,░ё│╗мq,45.21,│гелбGжэ
RPQUMLLJLHJFFGE38DA,░ё│╗мq,45.21,│гелбGжэ
RPRUMLLJLHJFFGE48DA,░ё│╗мq,45.21,│гелбGжэ
RPUNMLQJLHJFFGE58DA,▒фд╜мq,42.96,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPPOMLLKKHJFFJE97DA,лnжwж╤мq,1414.33,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPQNMLTKKHJFFKE88DA,д╗└tмq,2918.00,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPQNMLTKKHJFFKE88DA,д╗└tмq,42.00,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбGец│qе╬жa
RPQNMLTKKHJFFKE88DA,д╗└tмq,5.50,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPRNMLMKKHJFFKE28DA,жNйMмq,816.00,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPRNMLMKKHJFFKE28DA,жNйMмq,14.31,│гелбGифеL
RPUNMLMKKHJFFLE68DA,,21.69,│гелбGифеL
RPUNMLMKKHJFFLE68DA,,16.11,│гелбGифеL
RPSNMLOKKHJFFLE68DA,дj╝dмq╦|┐╝╕}дpмq,75.00,│гелбGжэ
RPPNMLKLKHJFFLE08DA,ж┐дsмq,17.00,│гелбGжэ
RPPNMLKLKHJFFLE08DA,ж┐дsмq,1.36,│гелбGжэ
RPPNMLKLKHJFFLE08DA,ж┐дsмq,.05,│гелбGжэ
RPUNMLLKKHJFFFE97DA,?дlмq,286.00,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPVNMLKKKHJFFEE87DA,е[йўмq,28.29,│гелбG░╙
RPVNMLKKKHJFFEE87DA,е[йўмq,7.29,│гелбGжэ
RPRPMLMKKHJFFEE87DA,╖s╔▄мqдQе|дpмq,13.70,│гелбGжэ
RPQNMLOKKHJFFEE77DA,╖s╔▄мqдQдTдpмq,14.28,│гелбG░╙
RPTNMLTKKHJFFEE58DA,йMенмqе|дpмq,9.20,│гелбG░╙
RPTNMLTKKHJFFEE58DA,йMенмqе|дpмq,10.00,│гелбGжэ
RPQOMLOKKHJFFEE87DA,е[йўмq,65.00,│гелбGжэ
RPSOMLOLKHJFFEE18DA,║╓дsмq,8.29,│гелбGжэ
RPPNMLRJLHJFFDE87DA,╞Wддмq,14.88,│гелбGжэ
RPPNMLLKKHJFFHE67DA,дым▄мq,1405.00,лD│гелбGпSйw╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPQNMLLKKHJFFHE77DA,дым▄мq,852.00,лD│гелбGпSйw╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPRNMLMKLHJFFAE37DA,д║▒ймqд@дpмq,56.00,│гелбGжэ
RPPNMLNKKHJFFCE37DA,дjкLмq,96.00,│гелбGжэ
RPUNMLNKKHJFFCE87DA,╛╦╝wмqд@дpмq,12.47,│гелбGжэ
RPUNMLNKKHJFFCE87DA,╛╦╝wмqд@дpмq,6.88,│гелбGжэ
RPPNMLLLKHJFFCE27DA,╖ч▒^мqд@дpмq,18.12,│гелбGжэ
RPRNMLLKKHJFFAE17DA,└sе_мq,14.58,│гелбGжэ
RPQOMLMKKHJFFAE27DA,лCо№мq,28.99,│гелбGжэ
RPUNMLOLKHJFFLE88CA,лс╔▄мq,101.85,│гелбGжэ
RPUNMLOLKHJFFLE88CA,лс╔▄мq,22.70,│гелбGжэ
RPTNMLMKKHJFFLE48CA,кLдl├фмq,75.00,│гелбGжэ
RPSNMLLKKHJFFLE28CA,п╬╢щмq,94.93,│гелбGжэ
RPQNMLMKKHJFFLE18CA,╕qлiмq,31.44,│гелбGжэ
RPQNMLMKKHJFFLE18CA,╕qлiмq,104.44,│гелбGжэ
RPPNMLOJLHJFFKE18CA,║╓м№мq,267.01,лD│гелбGпSйw╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPPNMLOJLHJFFKE18CA,║╓м№мq,16.04,лD│гелбGпSйw╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPPNMLOJLHJFFKE18CA,║╓м№мq,75.07,лD│гелбGпSйw╣A╖~░╧ ; лD│гел╜sйwбGе╥║╪л╪┐vе╬жa
RPQNMLOKKHJFFIE08CA,╕Uкўмq,34.14,│гелбGжэ
RPPNMLSKKHJFFHE28CA,з№кLмq,1284.00,лD│гелбGпSйw╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPSNMLLKKHJFFHE87CA,дде┐мq,36.76,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPSNMLLKKHJFFHE87CA,дде┐мq,17.02,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPSNMLLKKHJFFHE87CA,дде┐мq,38.36,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPQNMLKLKHJFFHE67CA,║Xдsмq,5074.00,лD│гелбGпSйw╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPRNMLKLKHJFFHE77CA,╢ъ╝цдlмq,88.00,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPSNMLKLKHJFFHE87CA,дым▄мq,2865.00,лD│гелбGпSйw╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPXNMLKKKHJFFJE48CA,дjдпмq,1242.22,│гелбG╣A
RPPNMLLKKHJFFJE77CA,║╓╡╜мq,207.56,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGе╥║╪л╪┐vе╬жa
RPVNMLOLKHJFFJE78CA,╖s┐│мq,118.80,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGе╥║╪л╪┐vе╬жa
RPVNMLOLKHJFFJE78CA,╖s┐│мq,16.59,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGе╥║╪л╪┐vе╬жa
RPVNMLOLKHJFFJE78CA,┤_┐│мq,11.33,│гелбG╣A
RPWNMLOLKHJFFJE88CA,╖s┐│мq,82.50,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGе╥║╪л╪┐vе╬жa
RPWNMLOLKHJFFJE88CA,╖s┐│мq,82.50,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGе╥║╪л╪┐vе╬жa
RPWNMLOLKHJFFJE88CA,╖s┐│мq,8.30,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGе╥║╪л╪┐vе╬жa
RPWNMLOLKHJFFJE88CA,╖s┐│мq,8.30,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGе╥║╪л╪┐vе╬жa
RPWNMLOLKHJFFJE88CA,┤_┐│мq,7.47,│гелбG╣A
RPWNMLOLKHJFFJE88CA,┤_┐│мq,7.47,│гелбG╣A
RPXNMLOLKHJFFJE98CA,╖s┐│мq,59.40,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGе╥║╪л╪┐vе╬жa
RPXNMLOLKHJFFJE98CA,╖s┐│мq,59.40,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGе╥║╪л╪┐vе╬жa
RPXNMLOLKHJFFJE98CA,╖s┐│мq,8.30,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGе╥║╪л╪┐vе╬жa
RPXNMLOLKHJFFJE98CA,╖s┐│мq,8.30,лD│гелбGд@пы╣A╖~░╧ ; лD│гел╜sйwбGе╥║╪л╪┐vе╬жa
RPXNMLOLKHJFFJE98CA,┤_┐│мq,5.66,│гелбG╣A
RPXNMLOLKHJFFJE98CA,┤_┐│мq,5.66,│гелбG╣A
RPQPMLOJLHJFFJE38CA,дд╕Їмq,1483.00,лD│гелбGпSйw╣A╖~░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPXNMLMKLHJFFJE78CA,е_╜ммq,76.22,│гелбGжэ
RPXNMLMKLHJFFJE78CA,е_╜ммq,16.60,│гелбGифеL
RPXNMLOLKHJFFGE68CA,║√╖sмq,10.89,│гелбGжэ
RPQQMLQKKHJFFGE38CA,│╗╖sмq,13.59,│гелбG░╙
RPWNMLOKKHJFFGE48CA,дхн^мq,9.41,│гелбGжэ
SPWNMLOKKHJFFGE58CA,дхн^мq,9.41,│гелбGжэ
RPSNMLLKKHJFFGE77CA,║╓╕█мq,25.00,│гелбGжэ
RPTNMLLKKHJFFGE87CA,║╓╕█мq,25.00,│гелбGжэ
RPUNMLLKKHJFFGE97CA,║╓╕█мq,26.39,│гелбGжэ
RPOOMLLKKHJFFGE47CA,╖sе╥мq,10.60,│гелбGжэ
RPOOMLLKKHJFFGE47CA,╖sе╥мq,11.80,│гелбGжэ
RPOPMLRKKHJFFGE18CA,╖sе╥мq,23.15,│гелбGжэ
RPUOMLSKKHJFFGE78CA,╖sе╥мq,26.00,│гелбGжэ
RPOOMLQJLHJFFFE87CA,┐Pе_мq,547.13,│гелбGжэ
RPUNMLKKLHJFFFE87CA,дjк┘е╥мq,122.00,лD│гелбG╢mз°░╧ ; лD│гел╜sйwбGдA║╪л╪┐vе╬жa
RPXNMLNKLHJFFFE48CA,лс╛└е╨мq,297.36,│гелбGжэ
RPTNMLNKLHJFFFE08CA,дdмю╝dмq,2128.00,лD│гелбGдsйYжaлOи|░╧ ; лD│гел╜sйwбG╣Aкке╬жa
RPPOMLRJLHJFFGE18CA,дне╥мq,27.00,│гелбGжэ
RPTRMLRJLHJFFGE88CA,░ё│╗мq,31.10,│гелбGжэ
RPTNMLMKLHJFFGE08CA,│╗╖sмq,87.02,│гелбGжэ
